Data,Ultimo,Apertura,Massimo,Minimo
07102014,1935.1,1962.4,1962.4,1934.9
06102014,1964.8,1970,1977.8,1958.4
03102014,1967.9,1948.1,1971.2,1948.1
02102014,1946.2,1945.8,1952.3,1926
01102014,1946.2,1971.4,1971.4,1941.7
30092014,1972.3,1978.2,1985.2,1969
29092014,1977.8,1979,1981.3,1964
26092014,1982.8,1966.2,1986.4,1966.2
25092014,1966,1997.3,1997.3,1966
24092014,1998.3,1983.3,1999.8,1978.6
23092014,1982.8,1992.8,1995.4,1982.8
22092014,1994.3,2009.1,2009.1,1991
19092014,2010.4,2012.7,2019.3,2006.6
18092014,2011.4,2003.1,2012.3,2003.1
17092014,2001.6,1999.3,2010.7,1993.3
16092014,1999,1981.9,2002.3,1979.1
15092014,1984.1,1986,1987.2,1978.5
12092014,1985.5,1996.7,1996.7,1980.3
11092014,1997.5,1992.8,1997.7,1985.9
10092014,1995.7,1988.4,1996.7,1983
09092014,1988.4,2000.7,2001,1984.6
08092014,2001.5,2007.2,2007.2,1995.6
05092014,2007.7,1998,2007.7,1990.1
04092014,1997.7,2001.7,2011.2,1992.5
03092014,2000.7,2003.6,2009.3,1998.1
02092014,2002.3,2004.1,2006.1,1994.8
29082014,2003.4,1998.5,2003.4,1994.7
28082014,1996.7,1997.4,1998.5,1990.5
27082014,2000.1,2000.5,2002.1,1996.2
26082014,2000,1998.6,2005,1998.6
25082014,1997.9,1991.7,2002,1991.7
22082014,1988.4,1992.6,1993.5,1984.8
21082014,1992.4,1986.8,1994.8,1986.8
20082014,1986.5,1980.5,1988.6,1977.7
19082014,1981.6,1972.7,1982.6,1972.7
18082014,1971.7,1958.4,1972,1958.4
15082014,1955.1,1958.9,1964,1941.5
14082014,1955.2,1947.4,1955.2,1947.4
13082014,1946.7,1935.6,1948.4,1935.6
12082014,1933.8,1935.7,1939.7,1928.3
11082014,1936.9,1933.4,1944.9,1933.4
08082014,1931.6,1910.3,1932.4,1909
07082014,1909.6,1923,1928.9,1904.8
06082014,1920.2,1917.3,1927.9,1911.5
05082014,1920.2,1936.3,1936.3,1913.8
04082014,1939,1926.6,1942.9,1921.2
01082014,1925.2,1929.8,1937.3,1916.4
31072014,1930.7,1965.1,1965.1,1930.7
30072014,1970.1,1973.2,1978.9,1962.4
29072014,1970,1980,1984.8,1970
28072014,1978.9,1978.2,1981.5,1967.3
25072014,1978.3,1984.6,1984.6,1974.4
24072014,1988,1988.1,1991.4,1985.8
23072014,1987,1985.3,1989.2,1982.4
22072014,1983.5,1975.7,1986.2,1975.7
21072014,1973.6,1976.9,1976.9,1965.8
18072014,1978.2,1961.5,1979.9,1960.8
17072014,1958.1,1979.8,1981.8,1955.6
16072014,1981.6,1976.3,1983.9,1975.7
15072014,1973.3,1977.4,1982.5,1965.3
14072014,1977.1,1969.9,1979.8,1969.9
11072014,1967.6,1965.8,1968.7,1959.6
10072014,1964.7,1966.7,1969.8,1952.9
09072014,1972.8,1965.1,1974.2,1965.1
08072014,1963.7,1976.4,1976.4,1959.5
07072014,1977.7,1984.2,1984.2,1974.9
03072014,1985.4,1975.9,1985.6,1975.9
02072014,1974.6,1973.1,1976.7,1972.6
01072014,1973.3,1962.3,1978.6,1962.3
30062014,1960.2,1960.8,1964.2,1958.2
27062014,1961,1956.6,1961.5,1952.2
26062014,1957.2,1959.9,1959.9,1944.7
25062014,1959.5,1949.3,1960.8,1947.5
24062014,1950,1962,1968.2,1948.3
23062014,1962.6,1962.9,1963.7,1958.9
20062014,1962.9,1960.5,1963.9,1959.2
19062014,1959.5,1957.5,1959.9,1952.3
18062014,1957,1942.7,1957.7,1939.3
17062014,1942,1937.2,1943.7,1933.5
16062014,1937.8,1934.8,1941.2,1930.9
13062014,1936.2,1930.8,1937.3,1927.7
12062014,1930.1,1943.3,1943.3,1925.8
11062014,1943.9,1949.4,1949.4,1940.1
10062014,1950.8,1950.3,1950.9,1944.6
09062014,1951.3,1949,1955.5,1947.2
06062014,1949.4,1942.4,1949.4,1942.4
05062014,1940.5,1928.5,1941.7,1922.9
04062014,1927.9,1923.1,1928.6,1918.6
03062014,1924.2,1923.1,1925.1,1918.8
02062014,1925,1923.9,1925.9,1916
30052014,1923.6,1920.3,1924,1916.6
29052014,1920,1910.6,1920,1909.8
28052014,1909.8,1911.8,1914.5,1907.3
27052014,1911.9,1902,1912.3,1902
23052014,1900.5,1893.3,1901.3,1893.3
22052014,1892.5,1888.2,1896.3,1885.4
21052014,1888,1873.3,1888.8,1873.3
20052014,1872.8,1884.9,1884.9,1868.1
19052014,1885.1,1876.7,1886,1872.4
16052014,1877.9,1871.2,1878.3,1864.8
15052014,1870.8,1888.2,1888.2,1862.4
14052014,1888.5,1897.1,1897.1,1885.8
13052014,1897.5,1896.8,1902.2,1896.1
12052014,1896.7,1880,1897.1,1880
09052014,1878.5,1875.3,1878.6,1867
08052014,1875.6,1877.4,1889.1,1870
07052014,1878.2,1868.5,1878.8,1859.8
06052014,1867.7,1883.7,1883.7,1867.7
05052014,1884.7,1879.5,1885.5,1866.8
02052014,1881.1,1885.3,1891.3,1878.5
01052014,1883.7,1884.4,1888.6,1878
30042014,1884,1877.1,1885.2,1872.7
29042014,1878.3,1870.8,1880.6,1870.8
28042014,1869.4,1865,1877,1850.6
25042014,1863.4,1877.7,1877.7,1859.7
24042014,1878.6,1882,1884.1,1870.2
23042014,1875.4,1879.3,1879.8,1873.9
22042014,1879.5,1872.6,1884.9,1872.6
21042014,1871.9,1865.8,1871.9,1863.2
17042014,1864.8,1861.7,1869.6,1856.7
16042014,1862.3,1846,1862.3,1846
15042014,1843,1831.5,1844,1816.3
14042014,1830.6,1818.2,1834.2,1815.8
11042014,1815.7,1830.7,1835.1,1814.4
10042014,1833.1,1872.3,1872.5,1830.9
09042014,1872.2,1852.6,1872.4,1852.4
08042014,1852,1845.5,1855,1837.5
07042014,1845,1863.9,1864,1841.5
04042014,1865.1,1890.2,1897.3,1863.3
03042014,1888.8,1891.4,1893.8,1882.7
02042014,1890.9,1886.6,1893.2,1883.8
01042014,1885.5,1874,1885.8,1874
31032014,1872.3,1859.2,1875.2,1859.2
28032014,1857.6,1850.1,1866.6,1850.1
27032014,1849,1852.1,1855.5,1842.1
26032014,1852.6,1867.1,1875.9,1852.6
25032014,1865.6,1859.5,1871.9,1856
24032014,1857.4,1867.7,1873.3,1849.7
21032014,1866.5,1874.5,1884,1863.5
20032014,1872,1860.1,1873.5,1854.6
19032014,1860.8,1872.2,1874.1,1850.3
18032014,1872.2,1858.9,1873.8,1858.9
17032014,1858.8,1842.8,1862.3,1842.8
14032014,1841.1,1845.1,1852.4,1839.6
13032014,1846.3,1869.1,1874.4,1841.9
12032014,1868.2,1866.2,1868.4,1854.4
11032014,1867.6,1878.3,1882.3,1863.9
10032014,1877.2,1877.9,1877.9,1867
07032014,1878,1878.5,1883.6,1870.6
06032014,1877,1874.2,1881.9,1874.2
05032014,1873.8,1874,1876.5,1871.1
04032014,1873.9,1849.2,1876.2,1849.2
03032014,1845.7,1857.7,1857.7,1834.4
28022014,1859.5,1855.1,1867.9,1847.7
27022014,1854.3,1844.9,1854.5,1841.1
26022014,1845.2,1845.8,1852.7,1840.7
25022014,1845.1,1847.7,1852.9,1840.2
24022014,1847.6,1836.8,1858.7,1836.8
21022014,1836.2,1841.1,1846.1,1835.6
20022014,1839.8,1829.2,1842.8,1824.6
19022014,1828.8,1838.9,1847.5,1827
18022014,1840.8,1839,1842.9,1835
14022014,1838.6,1828.5,1841.7,1825.6
13022014,1829.8,1814.8,1830.2,1809.2
12022014,1819.3,1820.1,1826.5,1816
11022014,1819.8,1800.5,1823.5,1800.4
10022014,1799.8,1796.2,1799.9,1791.8
07022014,1797,1776,1798,1776
06022014,1773.4,1753,1774.1,1753
05022014,1751.6,1753.4,1755.8,1737.9
04022014,1755.2,1743.8,1758.7,1743.8
03022014,1741.9,1782.7,1784.8,1739.7
31012014,1782.6,1790.9,1793.9,1772.3
30012014,1794.2,1777.2,1798.8,1777.2
29012014,1774.2,1790.2,1790.2,1770.5
28012014,1792.5,1783,1793.9,1779.5
27012014,1781.6,1791,1796,1772.9
24012014,1790.3,1827,1827,1790.3
23012014,1828.5,1842.3,1842.3,1820.1
22012014,1844.9,1844.7,1846.9,1840.9
21012014,1843.8,1841,1849.3,1832.4
17012014,1838.7,1844.2,1846,1835.2
16012014,1845.9,1848,1848,1840.3
15012014,1848.4,1840.5,1850.8,1840.5
14012014,1838.9,1821.4,1839.3,1821.4
13012014,1819.2,1841.3,1843.5,1815.5
10012014,1842.4,1840.1,1843.2,1832.4
09012014,1838.1,1839,1843.2,1830.4
08012014,1837.5,1837.9,1840,1831.4
07012014,1837.9,1828.7,1840.1,1828.7
06012014,1826.8,1832.3,1837.2,1823.7
03012014,1831.4,1833.2,1838.2,1829.1
02012014,1832,1845.9,1845.9,1827.7
31122013,1848.4,1842.6,1849.4,1842.4
30122013,1841.1,1841.5,1842.5,1838.8
27122013,1841.4,1843,1844.9,1839.8
26122013,1842,1835,1842.8,1835
24122013,1833.3,1828,1833.3,1828
23122013,1828,1822.9,1829.8,1822.9
20122013,1818.3,1810.4,1823.8,1810.2
19122013,1809.6,1809,1810.9,1801.3
18122013,1810.7,1781.5,1811.1,1768
17122013,1781,1786.5,1786.8,1777
16122013,1786.5,1777.5,1792.2,1777.5
13122013,1775.3,1778,1780.9,1772.5
12122013,1775.5,1781.7,1783,1772.3
11122013,1782.2,1802.8,1803,1780.1
10122013,1802.6,1807.6,1808.5,1801.8
09122013,1808.4,1806.2,1811.5,1806.2
06122013,1805.1,1788.4,1806,1788.4
05122013,1785,1792.8,1792.8,1783.4
04122013,1792.8,1793.2,1799.8,1779.1
03122013,1795.2,1800.1,1800.1,1787.8
02122013,1800.9,1806.5,1810,1798.6
29112013,1805.8,1808.7,1813.5,1804
27112013,1807.2,1803.5,1808.3,1802.8
26112013,1802.8,1802.9,1808.4,1800.8
25112013,1802.5,1806.3,1808.1,1800.6
22112013,1804.8,1797.2,1804.8,1794.7
21112013,1795.8,1783.5,1797.2,1783.5
20112013,1781.4,1789.6,1795.7,1777.2
19112013,1787.9,1790.8,1795.5,1784.7
18112013,1791.5,1798.8,1802.3,1788
15112013,1798.2,1790.7,1798.2,1790.7
14112013,1790.6,1782.8,1791.5,1780.2
13112013,1782,1764.4,1782,1760.6
12112013,1767.7,1769.5,1771.8,1762.3
11112013,1771.9,1770,1773.4,1767.8
08112013,1770.6,1748.4,1770.8,1747.6
07112013,1747.2,1770.7,1774.5,1746.2
06112013,1770.5,1765,1773.7,1764.4
05112013,1763,1765.7,1767,1755.8
04112013,1767.9,1763.4,1768.8,1761.6
01112013,1761.6,1758.7,1765.7,1752.7
31102013,1756.5,1763.2,1768.5,1755.7
30102013,1763.3,1772.3,1775.2,1757.2
29102013,1772,1762.9,1772.1,1762.9
28102013,1762.1,1759.4,1765,1757.7
25102013,1759.8,1756,1759.8,1752.5
24102013,1752.1,1747.5,1753.9,1745.5
23102013,1746.4,1752.3,1752.3,1740.5
22102013,1754.7,1746.5,1759.3,1746.5
21102013,1744.7,1745.2,1747.8,1740.7
18102013,1744.5,1736.7,1745.3,1735.7
17102013,1733.2,1720.2,1733.5,1714.1
16102013,1721.5,1700.5,1721.8,1700.5
15102013,1698.1,1709.2,1711.6,1695.9
14102013,1710.1,1699.9,1711,1692.1
11102013,1703.2,1691.1,1703.4,1688.5
10102013,1692.6,1660.9,1692.6,1660.9
09102013,1656.4,1657,1662.5,1646.5
08102013,1655.5,1676.2,1676.8,1655
07102013,1676.1,1687.2,1687.2,1674.7
04102013,1690.5,1678.8,1691.9,1677.3
03102013,1678.7,1692.3,1692.3,1670.4
02102013,1693.9,1691.9,1693.9,1680.3
01102013,1695,1682.4,1696.5,1682.1
30092013,1681.5,1687.3,1687.3,1675
27092013,1691.8,1695.5,1695.5,1687.1
26092013,1698.7,1694,1703.8,1693.1
25092013,1692.8,1698,1701.7,1691.9
24092013,1697.4,1702.6,1707.6,1694.9
23092013,1701.8,1711.4,1711.4,1697.1
20092013,1709.9,1722.4,1725.2,1708.9
19092013,1722.3,1727.3,1729.9,1720.2
18092013,1725.5,1705.7,1729.4,1700.3
17092013,1704.8,1697.7,1705.5,1697.7
16092013,1697.6,1691.7,1705,1691.7
13092013,1688,1685,1688.7,1682.2
12092013,1683.4,1689.2,1690,1682
11092013,1689.1,1681,1689.1,1678.7
10092013,1684,1674.3,1684.1,1674.3
09092013,1671.7,1656.8,1672.4,1656.8
06092013,1655.2,1657.4,1664.8,1640.6
05092013,1655.1,1653.3,1659.2,1653.1
04092013,1653.1,1640.7,1655.7,1637.4
03092013,1639.8,1636,1651.3,1633.4
30082013,1633,1638.9,1640.1,1628
29082013,1638.2,1633.5,1646.4,1630.9
28082013,1635,1630.2,1641.2,1627.5
27082013,1630.5,1652.5,1652.5,1629
26082013,1656.8,1664.3,1669.5,1656
23082013,1663.5,1659.9,1664.8,1654.8
22082013,1657,1645,1659.5,1645
21082013,1642.8,1650.7,1657,1639.4
20082013,1652.3,1646.8,1658.9,1646.1
19082013,1646.1,1655.2,1659.2,1645.8
16082013,1655.8,1661.2,1663.6,1652.6
15082013,1661.3,1679.6,1679.6,1658.6
14082013,1685.4,1693.9,1695.5,1684.8
13082013,1694.2,1690.7,1696.8,1682.6
12082013,1689.5,1688.4,1691.5,1683.3
09082013,1691.4,1696.1,1699.4,1686
08082013,1697.5,1693.3,1700.2,1688.4
07082013,1690.9,1695.3,1695.3,1684.9
06082013,1697.4,1705.8,1705.8,1693.3
05082013,1707.1,1708,1709.2,1703.5
02082013,1709.7,1706.1,1709.7,1700.7
01082013,1706.9,1689.4,1707.8,1689.4
31072013,1685.7,1687.8,1698.4,1684.9
30072013,1686,1687.9,1693.2,1682.4
29072013,1685.3,1690.3,1690.9,1681.9
26072013,1691.7,1687.3,1691.8,1676
25072013,1690.2,1685.2,1690.9,1680.1
24072013,1685.9,1696.1,1698.4,1682.6
23072013,1692.4,1696.6,1698.8,1691.1
22072013,1695.5,1694.4,1697.6,1690.7
19072013,1692.1,1686.2,1692.1,1684.1
18072013,1689.4,1681,1693.1,1681
17072013,1680.9,1677.9,1684.8,1677.9
16072013,1676.3,1682.7,1683.7,1671.8
15072013,1682.5,1679.6,1684.5,1677.9
12072013,1680.2,1675.3,1680.2,1672.3
11072013,1675,1657.4,1676.6,1657.4
10072013,1652.6,1651.6,1657.9,1647.7
09072013,1652.3,1642.9,1654.2,1642.9
08072013,1640.5,1634.2,1644.7,1634.2
05072013,1631.9,1618.7,1632.1,1614.7
03072013,1615.4,1611.5,1619,1604.6
02072013,1614.1,1614.3,1624.3,1606.8
01072013,1615,1609.8,1626.6,1609.8
28062013,1606.3,1611.1,1615.9,1601.1
27062013,1613.2,1606.4,1620.1,1606.4
26062013,1603.3,1592.3,1606.8,1592.3
25062013,1588,1577.5,1593.8,1577.1
24062013,1573.1,1588.8,1588.8,1560.3
21062013,1592.4,1588.6,1599.2,1577.7
20062013,1588.2,1624.6,1624.6,1584.3
19062013,1628.9,1651.8,1652.5,1628.9
18062013,1651.8,1639.8,1654.2,1639.8
17062013,1639,1630.6,1646.5,1630.3
14062013,1626.7,1635.5,1640.8,1624
13062013,1636.4,1612.2,1639.2,1608.1
12062013,1612.5,1629.9,1637.7,1610.9
11062013,1626.1,1638.6,1640.1,1622.9
10062013,1642.8,1644.7,1648.7,1639.3
07062013,1643.4,1625.3,1644.4,1625.3
06062013,1622.6,1609.3,1622.6,1598.2
05062013,1608.9,1629,1629.3,1607.1
04062013,1631.4,1640.7,1646.5,1623.6
03062013,1640.4,1631.7,1640.4,1622.7
31052013,1630.7,1652.1,1659,1630.7
30052013,1654.4,1649.1,1661.9,1648.6
29052013,1648.4,1656.6,1656.6,1640
28052013,1660.1,1652.6,1674.2,1652.6
24052013,1649.6,1646.7,1649.8,1636.9
23052013,1650.5,1651.6,1655.5,1635.5
22052013,1655.3,1669.4,1687.2,1648.9
21052013,1669.2,1666.2,1674.9,1662.7
20052013,1666.3,1665.7,1672.8,1663.5
17052013,1667.5,1652.5,1667.5,1652.5
16052013,1650.5,1658.1,1660.5,1648.6
15052013,1658.8,1649.1,1661.5,1646.7
14052013,1650.3,1633.8,1651.1,1633.8
13052013,1633.8,1632.1,1636,1626.7
10052013,1633.7,1626.7,1633.7,1623.7
09052013,1626.7,1632.7,1635,1623.1
08052013,1632.7,1626,1632.8,1622.7
07052013,1626,1617.5,1626,1616.6
06052013,1617.5,1614.4,1619.8,1614.2
03052013,1614.4,1597.6,1618.5,1597.6
02052013,1597.6,1582.8,1598.6,1582.8
01052013,1582.7,1597.5,1597.5,1581.3
30042013,1597.6,1593.6,1597.6,1586.5
29042013,1593.6,1582.3,1596.7,1582.3
26042013,1582.2,1585.2,1585.8,1577.6
25042013,1585.2,1578.9,1592.6,1578.9
24042013,1578.8,1578.8,1583,1575.8
23042013,1578.8,1562.5,1579.6,1562.5
22042013,1562.5,1555.2,1565.5,1548.2
19042013,1555.2,1541.6,1555.9,1539.4
18042013,1541.6,1552,1554.4,1536
17042013,1552,1574.6,1574.6,1543.7
16042013,1574.6,1552.4,1575.3,1552.4
15042013,1552.4,1588.8,1588.8,1552.3
12042013,1588.8,1593.3,1593.3,1580
11042013,1593.4,1587.7,1597.3,1586.2
10042013,1587.7,1568.6,1589.1,1568.6
09042013,1568.6,1563.1,1573.9,1560.9
08042013,1563.1,1553.3,1563.1,1548.6
05042013,1553.3,1560,1560,1539.5
04042013,1560,1553.7,1562.6,1552.5
03042013,1553.7,1570.2,1571.5,1549.8
02042013,1570.2,1562.2,1573.7,1562.2
01042013,1562.2,1569.2,1570.6,1558.5
28032013,1569.2,1562.9,1570.3,1561.1
27032013,1562.8,1563.8,1564.1,1551.9
26032013,1563.8,1551.7,1564,1551.7
25032013,1551.7,1556.9,1564.9,1546.2
22032013,1556.9,1545.9,1557.7,1545.9
21032013,1545.8,1558.7,1558.7,1543.5
20032013,1558.7,1548.3,1561.6,1548.3
19032013,1548.3,1552.1,1557.2,1538.6
18032013,1552.1,1560.7,1560.7,1545.1
15032013,1560.7,1563.2,1563.6,1555.7
14032013,1563.2,1554.5,1563.3,1554.5
13032013,1554.5,1552.5,1556.4,1548.2
12032013,1552.5,1556.2,1556.8,1548.2
11032013,1556.2,1551.2,1556.3,1547.4
08032013,1551.2,1544.3,1552.5,1542.9
07032013,1544.3,1541.5,1545.8,1541.5
06032013,1541.5,1539.8,1545.2,1538.1
05032013,1539.8,1525.2,1543.5,1525.2
04032013,1525.2,1518.2,1525.3,1512.3
01032013,1518.2,1514.7,1520,1501.5
28022013,1514.7,1516,1525.3,1514.5
27022013,1516,1496.9,1520.1,1494.9
26022013,1496.9,1487.8,1499,1485
25022013,1487.8,1515.6,1525.8,1487.8
22022013,1515.6,1502.4,1515.6,1502.4
21022013,1502.4,1512,1512,1497.3
20022013,1512,1530.9,1530.9,1511.4
19022013,1530.9,1519.8,1530.9,1519.8
15022013,1519.8,1521.4,1524.2,1514.1
14022013,1521.4,1520.3,1523.1,1514
13022013,1520.3,1519.4,1524.7,1515.9
12022013,1519.4,1517,1522.3,1515.6
11022013,1517,1517.9,1518.3,1513.6
08022013,1517.9,1509.4,1518.3,1509.4
07022013,1509.4,1512.1,1512.9,1498.5
06022013,1512.1,1511.3,1512.5,1504.7
05022013,1511.3,1495.7,1515,1495.7
04022013,1495.7,1513.2,1513.2,1495
01022013,1513.2,1498.1,1514.4,1498.1
31012013,1498.1,1502,1504.2,1496.8
30012013,1502,1507.8,1509.9,1500.1
29012013,1507.8,1500.2,1509.3,1498.1
28012013,1500.2,1503,1503.2,1496.3
25012013,1503,1494.8,1503.3,1494.8
24012013,1494.8,1494.8,1502.3,1489.5
23012013,1494.8,1492.6,1496.1,1489.9
22012013,1492.6,1486,1492.6,1481.2
18012013,1486,1481,1486,1475.8
17012013,1480.9,1472.6,1485.2,1472.6
16012013,1472.6,1472.3,1474,1467.6
15012013,1472.3,1470.7,1473.3,1463.8
14012013,1470.7,1472,1472,1465.7
11012013,1472,1472.1,1472.8,1467.6
10012013,1472.1,1464.6,1472.3,1461
09012013,1461,1457.2,1464.7,1457.2
08012013,1457.2,1461.9,1461.9,1451.6
07012013,1461.9,1466.5,1466.5,1456.6
04012013,1466.5,1459.4,1467.9,1459
03012013,1459.4,1462.4,1465.5,1455.5
02012013,1462.4,1426.2,1462.4,1426.2
31122012,1426.2,1402.4,1426.7,1398.1
28122012,1402.4,1418.1,1418.1,1401.6
27122012,1418.1,1419.8,1422.8,1401.8
26122012,1419.8,1426.7,1429.4,1416.4
24122012,1426.7,1430.2,1430.2,1424.7
21122012,1430.2,1443.7,1443.7,1422.6
20122012,1443.7,1435.8,1443.7,1432.8
19122012,1435.8,1446.8,1447.8,1435.8
18122012,1446.8,1430.5,1448,1430.5
17122012,1430.4,1413.5,1430.7,1413.5
14122012,1413.6,1419.5,1419.5,1411.9
13122012,1419.5,1428.5,1431.4,1416
12122012,1428.5,1427.8,1438.6,1426.8
11122012,1427.8,1418.5,1434.3,1418.5
10122012,1418.5,1418.1,1421.6,1415.6
07122012,1418.1,1414,1420.3,1410.9
06122012,1413.9,1409.4,1414,1405.9
05122012,1409.3,1407,1415.6,1398.2
04122012,1407,1409.5,1413.1,1403.7
03122012,1409.5,1416.3,1423.7,1408.5
30112012,1416.2,1416,1418.9,1411.6
29112012,1416,1410,1419.7,1409
28112012,1409.9,1398.8,1410.3,1385.4
27112012,1398.9,1406.3,1409,1398
26112012,1406.3,1409.2,1409.2,1397.7
23112012,1409.2,1391,1409.2,1391
21112012,1391,1387.8,1391.2,1386.4
20112012,1387.8,1386.8,1389.8,1377
19112012,1386.9,1359.9,1386.9,1359.9
16112012,1359.9,1353.4,1362,1343.3
15112012,1353.3,1355.4,1360.6,1348
14112012,1355.5,1374.6,1380.1,1352.5
13112012,1374.5,1380,1388.8,1371.4
12112012,1380,1379.9,1384.9,1377.2
09112012,1379.8,1377.5,1391.4,1373
08112012,1377.5,1394.5,1401.2,1377.5
07112012,1394.5,1428.3,1428.3,1388.1
06112012,1428.4,1417.3,1433.4,1417.3
05112012,1417.3,1414,1419.9,1408.1
02112012,1414.2,1427.6,1434.3,1412.9
01112012,1427.6,1412.2,1428.3,1412.2
31102012,1412.2,1411,1418.8,1406
26102012,1411.9,1413,1417.1,1403.3
25102012,1413,1409.7,1421.1,1405.1
24102012,1408.8,1413.2,1420,1407.1
23102012,1413.1,1433.7,1433.7,1407.6
22102012,1433.8,1433.2,1435.5,1422.1
19102012,1433.2,1457.3,1457.3,1429.8
18102012,1457.3,1460.9,1464,1452.6
17102012,1460.9,1454.2,1462.2,1453.3
16102012,1454.9,1440.3,1455.5,1440.3
15102012,1440.1,1428.8,1441.3,1427.2
12102012,1428.6,1432.8,1438.4,1425.5
11102012,1432.8,1432.8,1443.9,1432.8
10102012,1432.6,1441.5,1442.5,1430.6
09102012,1441.5,1455.9,1455.9,1441.2
08102012,1455.9,1460.9,1460.9,1453.1
05102012,1460.9,1461.4,1471,1456.9
04102012,1461.4,1451.1,1463.1,1451.1
03102012,1451,1446,1454.3,1442
02102012,1445.8,1445,1451.5,1439
01102012,1444.5,1440.9,1457.1,1440.9
28092012,1440.7,1447.1,1447.1,1435.6
27092012,1447.2,1433.4,1450.2,1433.4
26092012,1433.3,1441.6,1441.6,1430.5
25092012,1441.6,1456.9,1463.2,1441.6
24092012,1456.9,1459.8,1460.7,1452.1
21092012,1460.2,1460.3,1467.1,1459.5
20092012,1460.3,1461,1461.2,1450
19092012,1461,1459.5,1465.2,1457.9
18092012,1459.3,1461.2,1461.5,1456.1
17092012,1461.2,1465.4,1465.6,1457.5
14092012,1465.8,1460.1,1474.5,1460.1
13092012,1460,1436.6,1463.8,1435.3
12092012,1436.6,1433.6,1439.2,1433
11092012,1433.6,1429.1,1437.8,1429.1
10092012,1429.1,1437.9,1438.7,1429
07092012,1437.9,1432.1,1437.9,1431.5
06092012,1432.1,1403.4,1432.1,1403.4
05092012,1403.4,1404.9,1408.8,1401.2
04092012,1404.9,1406.5,1409.3,1396.6
31082012,1406.6,1400.1,1413.1,1399
30082012,1399.5,1410.1,1410.1,1397
29082012,1410.5,1409.3,1414,1406.6
28082012,1409.3,1410.4,1413.6,1405.6
27082012,1410.4,1411.1,1416.2,1409.1
24082012,1411.1,1402,1413.5,1398
23082012,1402.1,1413.5,1413.5,1400.5
22082012,1413.5,1413.1,1416.1,1406.8
21082012,1413.2,1418.1,1426.7,1410.9
20082012,1418.1,1417.8,1418.1,1412.1
17082012,1418.2,1415.8,1418.7,1414.7
16082012,1415.5,1406.6,1417.4,1404.2
15082012,1405.5,1403.9,1407.7,1401.8
14082012,1403.9,1404.4,1410,1400.6
13082012,1404.1,1405.9,1405.9,1397.3
10082012,1405.9,1402.6,1406,1395.6
09082012,1402.8,1402.3,1406,1398.8
08082012,1402.2,1401.2,1404.1,1396.1
07082012,1401.3,1394.5,1407.1,1394.5
06082012,1394.2,1391,1399.6,1391
03082012,1391,1365.5,1394.2,1365.5
02082012,1365,1375.1,1375.1,1354.7
01082012,1375.1,1379.3,1385,1373.3
31072012,1379.3,1385.3,1387.2,1379.2
30072012,1385.3,1385.9,1391.7,1381.4
27072012,1386,1360,1389.2,1360
26072012,1360,1338.2,1363.1,1338.2
25072012,1337.9,1338.3,1344,1331.5
24072012,1338.3,1350.5,1351.5,1329.2
23072012,1350.5,1362.3,1362.3,1337.6
20072012,1362.7,1376.5,1376.5,1362.2
19072012,1376.5,1373,1380.4,1371.2
18072012,1372.8,1363.6,1375.3,1359
17072012,1363.7,1353.7,1365.4,1345.1
16072012,1353.6,1356.5,1357.3,1348.5
13072012,1356.8,1334.8,1357.7,1334.8
12072012,1334.8,1341.3,1341.3,1325.4
11072012,1341.5,1341.4,1345,1333.2
10072012,1341.5,1353,1361.5,1336.3
09072012,1352.5,1354.7,1354.9,1346.7
06072012,1354.7,1367.1,1367.1,1348
05072012,1367.6,1373.7,1373.8,1363
03072012,1374,1365.8,1374.8,1363.5
02072012,1365.5,1362.3,1366.3,1355.7
29062012,1362.2,1330.1,1362.2,1330.1
28062012,1329,1331.5,1331.5,1313.3
27062012,1331.8,1320.7,1334.4,1320.7
26062012,1320,1314.1,1324.2,1310.3
25062012,1313.7,1334.9,1334.9,1309.3
22062012,1335,1325.9,1337.8,1325.9
21062012,1325.5,1355.4,1358.3,1324.4
20062012,1355.7,1358,1361.6,1346.5
19062012,1358,1344.8,1363.5,1344.8
18062012,1344.8,1342.4,1348.2,1334.5
15062012,1342.8,1329.2,1343.3,1329.2
14062012,1329.1,1314.9,1333.7,1314.1
13062012,1314.9,1324,1327.3,1310.5
12062012,1324.2,1309.4,1324.3,1306.6
11062012,1308.9,1325.7,1335.5,1307.7
08062012,1325.7,1315,1325.8,1307.8
07062012,1315,1316.2,1329,1312.7
06062012,1315.1,1285.6,1315.1,1285.6
05062012,1285.5,1277.8,1287.6,1274.2
04062012,1278.2,1278.3,1282.5,1266.7
01062012,1278,1309.9,1309.9,1277.2
31052012,1310.3,1313.1,1319.7,1298.9
30052012,1313.3,1331.2,1331.2,1310.8
29052012,1332.4,1318.9,1334.9,1318.9
25052012,1317.8,1320.8,1324.2,1314.2
24052012,1320.7,1318.7,1324.1,1310.5
23052012,1318.9,1316,1320.7,1296.5
22052012,1316.6,1316.1,1328.5,1310
21052012,1316,1295.7,1316.4,1295.7
18052012,1295.2,1305,1312.2,1292
17052012,1304.9,1324.8,1326.4,1304.9
16052012,1324.8,1330.8,1341.8,1324.8
15052012,1330.7,1338.4,1344.9,1328.4
14052012,1338.3,1351.9,1351.9,1336.6
11052012,1353.4,1358.1,1365.7,1348.9
