Data,Ultimo,Apertura,Massimo,Minimo
24022017,2367.3,2355.7,2367.3,2352.9
23022017,2363.8,2367.5,2368.3,2355.1
22022017,2362.8,2361.1,2365.1,2358.3
21022017,2365.4,2354.9,2366.7,2354.9
17022017,2351.2,2343,2351.2,2339.6
16022017,2347.2,2349.6,2351.3,2338.9
15022017,2349.2,2335.6,2351.3,2334.8
14022017,2337.6,2326.1,2337.6,2322.2
13022017,2328.2,2321.7,2331.6,2321.4
10022017,2316.1,2312.3,2319.2,2311.1
09022017,2307.9,2296.7,2311.1,2296.6
08022017,2294.7,2289.6,2295.9,2285.4
07022017,2293.1,2295.9,2299.4,2290.2
06022017,2292.6,2294.3,2296.2,2288.6
03022017,2297.4,2288.5,2298.3,2287.9
02022017,2280.8,2276.7,2284,2271.7
01022017,2279.6,2285.6,2289.1,2272.4
31012017,2278.9,2274,2279.1,2267.2
30012017,2280.9,2286,2286,2268
27012017,2294.7,2299,2299,2291.6
26012017,2296.7,2298.6,2301,2294.1
25012017,2298.4,2288.9,2299.6,2288.9
24012017,2280.1,2267.9,2284.6,2266.7
23012017,2265.2,2267.8,2271.8,2257
20012017,2271.3,2270,2277,2265
19012017,2263.7,2271.9,2274.3,2258.4
18012017,2271.9,2269.1,2272,2263.3
17012017,2267.9,2269.1,2272.1,2262.8
13012017,2274.6,2272.7,2278.7,2271.5
12012017,2270.4,2271.1,2271.8,2254.2
11012017,2275.3,2268.6,2275.3,2260.8
10012017,2268.9,2269.7,2279.3,2265.3
09012017,2268.9,2273.6,2275.5,2268.9
06012017,2277,2271.1,2282.1,2264.1
05012017,2269,2268.2,2271.5,2260.4
04012017,2270.8,2261.6,2272.8,2261.6
03012017,2257.8,2251.6,2263.9,2245.1
30122016,2238.8,2251.6,2253.6,2233.6
29122016,2249.3,2249.5,2254.5,2244.6
28122016,2249.9,2270.2,2271.3,2249.1
27122016,2268.9,2266.2,2273.8,2266.2
23122016,2263.8,2260.2,2263.8,2258.8
22122016,2261,2262.9,2263.2,2256.1
21122016,2265.2,2270.5,2271.2,2265.2
20122016,2270.8,2266.5,2272.6,2266.1
19122016,2262.5,2259.2,2267.5,2258.2
16122016,2258.1,2266.8,2268.1,2254.2
15122016,2262,2253.8,2272.1,2253.8
14122016,2253.3,2268.3,2276.2,2248.4
13122016,2271.7,2263.3,2277.5,2263.3
12122016,2257,2258.8,2264,2252.4
09122016,2259.5,2249.7,2259.8,2249.2
08122016,2246.2,2241.1,2251.7,2237.6
07122016,2241.3,2210.7,2241.6,2208.9
06122016,2212.2,2207.3,2212.8,2202.2
05122016,2204.7,2200.7,2209.4,2200
02122016,2191.9,2191.1,2197.9,2188.4
01122016,2191.1,2200.2,2202.6,2187.4
30112016,2198.8,2205,2214.1,2198.8
29112016,2204.7,2200.8,2210.5,2198.2
28112016,2201.7,2210.2,2211.1,2200.4
25112016,2213.3,2206.3,2213.3,2206.3
23112016,2204.7,2198.6,2204.7,2194.5
22112016,2202.9,2201.6,2204.8,2194.5
21112016,2198.2,2186.4,2198.7,2186.4
18112016,2181.9,2186.8,2189.9,2180.4
17112016,2187.1,2178.6,2188.1,2176.7
16112016,2176.9,2177.5,2179.2,2172.2
15112016,2180.4,2168.3,2180.8,2166.4
14112016,2164.2,2165.6,2171.4,2156.1
11112016,2164.4,2162.7,2165.9,2152.5
10112016,2167.5,2167.5,2182.3,2151.2
09112016,2163.3,2131.6,2170.1,2125.3
08112016,2139.6,2129.9,2146.9,2123.6
07112016,2131.5,2100.6,2132,2100.6
04112016,2085.2,2083.8,2099.1,2083.8
03112016,2088.7,2098.8,2102.6,2085.2
02112016,2097.9,2109.4,2111.8,2094
01112016,2111.7,2128.7,2131.4,2097.8
31102016,2126.2,2129.8,2133.2,2125.5
28102016,2126.4,2132.2,2140.7,2119.4
27102016,2133,2144.1,2147.1,2132.5
26102016,2139.4,2137,2145.7,2131.6
25102016,2143.2,2149.7,2151.4,2141.9
24102016,2151.3,2148.5,2154.8,2146.9
21102016,2141.2,2139.4,2142.6,2130.1
20102016,2141.3,2142.5,2147.2,2133.4
19102016,2144.3,2140.8,2148.4,2138.2
18102016,2139.6,2138.3,2144.4,2135.5
17102016,2126.5,2132.9,2135.6,2124.4
14102016,2133,2139.7,2149.2,2133
13102016,2132.6,2130.3,2138.2,2114.7
12102016,2139.2,2137.7,2145.4,2132.8
11102016,2136.7,2161.3,2161.6,2128.8
10102016,2163.7,2160.4,2169.6,2160.4
07102016,2153.7,2164.2,2165.9,2144.8
06102016,2160.8,2158.2,2162.9,2150.3
05102016,2159.7,2155.2,2163.9,2155.2
04102016,2150.5,2163.4,2165.5,2144
03102016,2161.2,2164.3,2164.4,2154.8
30092016,2168.3,2156.5,2175.3,2156.5
29092016,2151.1,2168.9,2172.7,2145.2
28092016,2171.4,2161.8,2172.4,2151.8
27092016,2159.9,2146,2161.1,2141.6
26092016,2146.1,2158.5,2158.5,2145
23092016,2164.7,2173.3,2173.8,2164
22092016,2177.2,2170.9,2180,2170.9
21092016,2163.1,2144.6,2165.1,2139.6
20092016,2139.8,2145.9,2150.8,2139.2
19092016,2139.1,2144,2153.6,2135.9
16092016,2139.2,2146.5,2146.5,2131.2
15092016,2147.3,2125.4,2151.3,2122.4
14092016,2125.8,2127.9,2141.3,2119.9
13092016,2127,2150.5,2150.5,2120.3
12092016,2159,2120.9,2163.3,2119.1
09092016,2127.8,2169.1,2169.1,2127.8
08092016,2181.3,2182.8,2184.9,2177.5
07092016,2186.2,2185.2,2187.9,2179.1
06092016,2186.5,2181.6,2186.6,2175.1
02092016,2180,2177.5,2184.9,2173.6
01092016,2170.9,2171.3,2173.6,2157.1
31082016,2170.9,2173.6,2173.8,2161.3
30082016,2176.1,2179.4,2182.3,2170.4
29082016,2180.4,2170.2,2183.5,2170.2
26082016,2169,2175.1,2187.9,2160.4
25082016,2172.5,2173.3,2179,2169.7
24082016,2175.4,2185.1,2186.7,2171.2
23082016,2186.9,2187.8,2193.4,2186.8
22082016,2182.6,2181.6,2185.2,2176
19082016,2183.9,2184.2,2185,2175.1
18082016,2187,2181.9,2187,2180.5
17082016,2182.2,2177.8,2183.1,2168.5
16082016,2178.2,2186.2,2186.2,2178.1
15082016,2190.2,2186.1,2193.8,2186.1
12082016,2184.1,2183.7,2186.3,2179.4
11082016,2185.8,2178,2188.4,2178
10082016,2175.5,2182.8,2183.4,2172
09082016,2181.7,2182.2,2187.7,2178.6
08082016,2180.9,2183.8,2185.4,2177.8
05082016,2182.9,2168.8,2182.9,2168.8
04082016,2164.2,2163.5,2168.2,2159.1
03082016,2163.8,2156.8,2163.8,2152.6
02082016,2157,2169.9,2170.2,2147.6
01082016,2170.8,2173.2,2178.3,2166.2
29072016,2173.6,2168.8,2177.1,2163.5
28072016,2170.1,2166.1,2172.8,2159.7
27072016,2166.6,2169.8,2175,2159.1
26072016,2169.2,2169,2173.5,2160.2
25072016,2168.5,2173.7,2173.7,2161.9
22072016,2175,2166.5,2175.1,2163.2
21072016,2165.2,2172.9,2174.6,2159.8
20072016,2173,2166.1,2175.6,2164.9
19072016,2163.8,2163.8,2164.6,2159
18072016,2166.9,2162,2168.3,2159.6
15072016,2161.7,2165.1,2169.1,2155.8
14072016,2163.8,2157.9,2169,2157.9
13072016,2152.4,2153.8,2156.4,2146.2
12072016,2152.1,2139.5,2155.4,2139.5
11072016,2137.2,2131.7,2143.2,2131.7
08072016,2129.9,2107,2131.7,2107
07072016,2097.9,2100.4,2109.1,2089.4
06072016,2099.7,2084.4,2100.7,2074
05072016,2088.6,2095.1,2095.1,2080.9
01072016,2102.9,2099.3,2108.7,2097.9
30062016,2098.9,2073.2,2098.9,2070
29062016,2070.8,2042.7,2073.1,2042.7
28062016,2036.1,2006.7,2036.1,2006.7
27062016,2000.5,2031.5,2031.5,1991.7
24062016,2037.4,2103.8,2103.8,2032.6
23062016,2113.3,2092.8,2113.3,2092.8
22062016,2085.4,2089.8,2099.7,2084.4
21062016,2088.9,2085.2,2093.7,2083
20062016,2083.2,2075.6,2100.7,2075.6
17062016,2071.2,2078.2,2078.2,2062.8
16062016,2078,2066.4,2079.6,2050.4
15062016,2071.5,2077.6,2085.7,2069.8
14062016,2075.3,2076.7,2081.3,2064.1
13062016,2079.1,2091.8,2098.1,2078.5
10062016,2096.1,2109.6,2109.6,2090
09062016,2115.5,2115.7,2117.6,2107.7
08062016,2119.1,2112.7,2120.6,2112.7
07062016,2112.1,2110.2,2119.2,2110.2
06062016,2109.4,2100.8,2113.4,2100.8
03062016,2099.1,2104.1,2104.1,2085.4
02062016,2105.3,2097.7,2105.3,2088.6
01062016,2099.3,2093.9,2101,2085.1
31052016,2097,2100.1,2103.5,2088.7
27052016,2099.1,2090.1,2099.1,2090.1
26052016,2090.1,2091.4,2094.3,2087.1
25052016,2090.5,2078.9,2094.7,2078.9
24052016,2076.1,2052.7,2079.7,2052.7
23052016,2048,2052.2,2055.6,2047.3
20052016,2052.3,2041.9,2058.3,2041.9
19052016,2040,2044.2,2044.2,2025.9
18052016,2047.6,2044.4,2060.6,2034.5
17052016,2047.2,2065,2065.7,2040.8
16052016,2066.7,2046.5,2071.9,2046.5
13052016,2046.6,2062.5,2066.8,2043.1
12052016,2064.1,2067.2,2074,2053.1
11052016,2064.5,2083.3,2083.3,2064.5
10052016,2084.4,2062.6,2084.9,2062.6
09052016,2058.7,2057.6,2064.2,2054.3
06052016,2057.1,2047.8,2057.7,2039.5
05052016,2050.6,2052.9,2060.2,2045.8
04052016,2051.1,2060.3,2060.3,2045.5
03052016,2063.4,2077.2,2077.2,2054.9
02052016,2081.4,2067.2,2083.4,2066.1
29042016,2065.3,2071.8,2073.8,2052.3
28042016,2075.8,2090.9,2099.3,2071.6
27042016,2095.2,2092.3,2099.9,2082.3
26042016,2091.7,2089.8,2096.9,2085.8
25042016,2087.8,2089.4,2089.4,2077.5
22042016,2091.6,2091.5,2094.3,2081.2
21042016,2091.5,2102.1,2103.8,2088.5
20042016,2102.4,2101.5,2111.1,2096.3
19042016,2100.8,2096.1,2104.1,2091.7
18042016,2094.3,2078.8,2094.7,2073.7
15042016,2080.7,2083.1,2083.2,2076.3
14042016,2082.8,2082.9,2087.8,2078.1
13042016,2082.4,2065.9,2083.2,2065.9
12042016,2061.7,2043.7,2065.1,2039.7
11042016,2042,2050.2,2062.9,2041.9
08042016,2047.6,2045.5,2060.6,2041.7
07042016,2041.9,2063,2063,2033.8
06042016,2066.7,2045.6,2067.3,2043.1
05042016,2045.2,2062.5,2062.5,2042.6
04042016,2066.1,2073.2,2074,2062.6
01042016,2072.8,2056.6,2075.1,2044
31032016,2059.7,2063.8,2067.9,2057.5
30032016,2063.9,2058.3,2072.2,2058.3
29032016,2055,2035.8,2055.9,2028.3
28032016,2037,2037.9,2042.7,2032
24032016,2035.9,2032.5,2036,2022.5
23032016,2036.7,2048.6,2048.6,2034.9
22032016,2049.8,2048.6,2056.6,2040.6
21032016,2051.6,2047.9,2053.9,2043.1
18032016,2049.6,2041.2,2052.4,2041.2
17032016,2040.6,2026.9,2046.2,2022.2
16032016,2027.2,2014.2,2032,2010
15032016,2015.9,2015.3,2015.9,2005.2
14032016,2019.6,2019.3,2024.6,2012
11032016,2022.2,1994.7,2022.4,1994.7
10032016,1989.6,1991,2005.1,1969.2
09032016,1989.3,1981.4,1992.7,1979.8
08032016,1979.3,1996.9,1996.9,1977.4
07032016,2001.8,1996.1,2006.1,1989.4
04032016,2000,1994,2009.1,1986.8
03032016,1993.4,1985.6,1993.7,1977.4
02032016,1986.5,1976.6,1986.5,1968.8
01032016,1978.3,1937.1,1978.3,1937.1
29022016,1932.2,1947.1,1958.3,1931.8
26022016,1948,1955,1963,1945.8
25022016,1951.7,1931.9,1951.8,1925.4
24022016,1929.8,1917.6,1932.1,1891
23022016,1921.3,1942.4,1942.4,1919.4
22022016,1945.5,1924.4,1946.7,1924.4
19022016,1917.8,1916.7,1918.8,1902.2
18022016,1917.8,1927.6,1930,1915.1
17022016,1926.8,1898.8,1930.7,1898.8
16022016,1895.6,1871.4,1895.8,1871.4
12022016,1864.8,1833.4,1864.8,1833.4
11022016,1829.1,1847,1847,1810.1
10022016,1851.9,1857.1,1881.6,1850.3
09022016,1852.2,1848.5,1868.2,1834.9
08022016,1853.4,1873.2,1873.2,1828.5
05022016,1880,1913.1,1913.1,1872.7
04022016,1915.5,1911.7,1927.3,1900.5
03022016,1912.5,1907.1,1918,1872.2
02022016,1903,1935.3,1935.3,1897.3
01022016,1939.4,1936.9,1947.2,1920.3
29012016,1940.2,1894,1940.2,1894
28012016,1893.4,1885.2,1903,1873.7
27012016,1883,1902.5,1917,1872.7
26012016,1903.6,1878.8,1906.7,1878.8
25012016,1877.1,1906.3,1906.3,1876
22012016,1906.9,1877.4,1908.8,1877.4
21012016,1869,1861.5,1889.8,1849
20012016,1859.3,1876.2,1876.2,1812.3
19012016,1881.3,1888.7,1901.4,1864.6
15012016,1880.3,1916.7,1916.7,1857.8
14012016,1921.8,1891.7,1934.5,1878.9
13012016,1890.3,1940.3,1950.3,1886.4
12012016,1938.7,1927.8,1947.4,1914.3
11012016,1923.7,1926.1,1935.7,1901.1
08012016,1922,1946,1960.4,1918.5
07012016,1943.1,1985.3,1985.3,1938.8
06012016,1990.3,2011.7,2011.7,1979
05012016,2016.7,2013.8,2021.9,2004.2
04012016,2012.7,2038.2,2038.2,1989.7
31122015,2043.9,2060.6,2062.5,2043.6
30122015,2063.4,2077.3,2077.3,2062
29122015,2078.4,2060.5,2081.6,2060.5
28122015,2056.5,2057.8,2057.8,2044.2
24122015,2061,2063.5,2067.4,2058.7
23122015,2064.3,2042.2,2064.7,2042.2
22122015,2039,2023.2,2042.7,2020.5
21122015,2021.2,2010.3,2022.9,2005.9
18122015,2005.5,2040.8,2040.8,2005.3
17122015,2041.9,2073.8,2076.4,2041.7
16122015,2073.1,2046.5,2076.7,2042.4
15122015,2043.4,2025.5,2053.9,2025.5
14122015,2021.9,2013.4,2022.9,1993.3
11122015,2012.4,2047.3,2047.3,2008.8
10122015,2052.2,2047.9,2067.7,2045.7
09122015,2047.6,2061.2,2080.3,2036.5
08122015,2063.6,2073.4,2073.8,2052.3
07122015,2077.1,2090.4,2090.4,2066.8
04122015,2091.7,2051.2,2093.8,2051.2
03122015,2049.6,2080.7,2085,2042.3
02122015,2079.5,2101.7,2104.3,2077.1
01122015,2102.6,2082.9,2103.4,2082.9
30112015,2080.4,2090.9,2093.8,2080.4
27112015,2090.1,2088.8,2093.3,2084.1
25112015,2088.9,2089.3,2093,2086.3
24112015,2089.1,2084.4,2094.1,2070.3
23112015,2086.6,2089.4,2095.6,2081.4
20112015,2089.2,2082.8,2097.1,2082.8
19112015,2081.2,2083.7,2086.7,2078.8
18112015,2083.6,2052,2085.3,2052
17112015,2050.4,2053.7,2066.7,2045.9
16112015,2053.2,2022.1,2053.2,2019.4
13112015,2023,2044.6,2044.6,2022
12112015,2046,2072.3,2072.3,2045.7
11112015,2075,2083.4,2086.9,2074.8
10112015,2081.7,2077.2,2083.7,2069.9
09112015,2078.6,2096.6,2096.6,2068.2
06112015,2099.2,2098.6,2101.9,2083.7
05112015,2099.9,2101.7,2108.8,2090.4
04112015,2102.3,2110.6,2114.6,2097
03112015,2109.8,2102.6,2116.5,2097.5
02112015,2104.1,2080.8,2106.2,2080.8
30102015,2079.4,2090,2094.3,2079.3
29102015,2089.4,2088.3,2092.5,2082.6
28102015,2090.3,2066.5,2090.3,2063.1
27102015,2065.9,2068.8,2070.4,2058.8
26102015,2071.2,2075.1,2075.1,2066.5
23102015,2075.2,2058.2,2079.7,2058.2
22102015,2052.5,2021.9,2055.2,2021.9
21102015,2018.9,2033.5,2038,2017.2
20102015,2030.8,2033.1,2039.1,2026.6
19102015,2033.7,2031.7,2034.5,2022.3
16102015,2033.1,2024.4,2033.5,2020.5
15102015,2023.9,1996.5,2024.2,1996.5
14102015,1994.2,2003.7,2009.6,1990.7
13102015,2003.7,2015,2022.3,2001.8
12102015,2017.5,2015.7,2018.7,2010.5
09102015,2014.9,2013.7,2020.1,2007.6
08102015,2013.4,1994,2016.5,1987.5
07102015,1995.8,1982.3,1999.3,1976.4
06102015,1979.9,1986.6,1991.6,1972
05102015,1987,1954.3,1989.2,1954.3
02102015,1951.4,1921.8,1951.4,1893.7
01102015,1923.8,1919.7,1927.2,1900.7
30092015,1920,1887.1,1920.5,1887.1
29092015,1884.1,1881.9,1899.5,1871.9
28092015,1881.8,1929.2,1929.2,1879.2
25092015,1931.3,1935.9,1952.9,1921.5
24092015,1932.2,1934.8,1937.2,1908.9
23092015,1938.8,1943.2,1949.5,1932.6
22092015,1942.7,1961.4,1961.4,1929.2
21092015,1967,1960.8,1979.6,1955.8
18092015,1958,1989.7,1989.7,1953.5
17092015,1990.2,1995.3,2020.9,1986.7
16092015,1995.3,1978,1997.3,1977.9
15092015,1978.1,1955.1,1983.2,1954.3
14092015,1953,1963.1,1963.1,1948.3
11092015,1961,1951.5,1961,1939.2
10092015,1952.3,1941.6,1965.3,1937.2
09092015,1942,1971.5,1988.6,1937.9
08092015,1969.4,1927.3,1970.4,1927.3
04092015,1921.2,1947.8,1947.8,1911.2
03092015,1951.1,1950.8,1975,1944.7
02092015,1948.9,1916.5,1948.9,1916.5
01092015,1913.8,1970.1,1970.1,1903.1
31082015,1972.2,1986.7,1986.7,1966
28082015,1988.9,1986.1,1993.5,1975.2
27082015,1987.7,1942.8,1989.6,1942.8
26082015,1940.5,1872.8,1943.1,1872.8
25082015,1867.6,1898.1,1948,1867.1
24082015,1893.2,1965.2,1965.2,1867
21082015,1970.9,2034.1,2034.1,1970.9
20082015,2035.7,2076.6,2076.6,2035.7
19082015,2079.6,2095.7,2096.2,2070.5
18082015,2096.9,2102,2103.5,2094.1
17082015,2102.4,2089.7,2102.9,2079.3
14082015,2091.5,2083.2,2092.4,2080.6
13082015,2083.4,2086.2,2092.9,2078.3
12082015,2086.1,2081.1,2089.1,2052.1
11082015,2084.1,2102.7,2102.7,2076.5
10082015,2104.2,2081,2105.3,2081
07082015,2077.6,2082.6,2082.6,2067.9
06082015,2083.6,2100.8,2103.3,2075.5
05082015,2099.8,2095.3,2112.7,2095.3
04082015,2093.3,2097.7,2102.5,2088.6
03082015,2098,2104.5,2105.7,2087.3
31072015,2103.8,2111.6,2114.2,2102.1
30072015,2108.6,2106.8,2110.5,2095
29072015,2108.6,2094.7,2110.6,2094.1
28072015,2093.2,2070.8,2095.6,2069.1
27072015,2067.6,2078.2,2078.2,2063.5
24072015,2079.7,2102.2,2106,2077.1
23072015,2102.2,2114.2,2116.9,2098.6
22072015,2114.2,2118.2,2118.5,2110
21072015,2119.2,2127.6,2128.5,2115.4
20072015,2128.3,2126.8,2132.8,2123.7
17072015,2126.6,2126.8,2128.9,2119.9
16072015,2124.3,2110.6,2124.4,2110.6
15072015,2107.4,2109,2114.1,2102.5
14072015,2108.9,2099.7,2112,2098.2
13072015,2099.6,2080,2100.7,2080
10072015,2076.6,2052.7,2081.3,2052.7
09072015,2051.3,2049.7,2074.3,2049.7
08072015,2046.7,2077.7,2077.7,2044.7
07072015,2081.3,2069.5,2083.7,2044
06072015,2068.8,2073.9,2078.6,2058.4
02072015,2076.8,2078,2085.1,2071
01072015,2077.4,2067,2082.8,2067
30062015,2063.1,2061.2,2074.3,2056.3
29062015,2057.6,2098.6,2098.6,2056.6
26062015,2101.5,2102.6,2108.9,2095.4
25062015,2102.3,2110,2116,2101.8
24062015,2108.6,2123.7,2125.1,2108.6
23062015,2124.2,2123.2,2128,2119.9
22062015,2122.8,2112.5,2129.9,2112.5
19062015,2110,2121.1,2121.6,2109.4
18062015,2121.2,2101.6,2126.7,2101.6
17062015,2100.4,2097.4,2106.8,2088.9
16062015,2096.3,2084.3,2097.4,2082.1
15062015,2084.4,2091.3,2091.3,2072.5
12062015,2094.1,2107.4,2107.4,2091.3
11062015,2108.9,2106.2,2115,2106.2
10062015,2105.2,2081.1,2108.5,2081.1
09062015,2080.2,2079.1,2085.6,2072.1
08062015,2079.3,2092.3,2093,2079.1
05062015,2092.8,2095.1,2101,2085.7
04062015,2095.8,2112.3,2112.9,2093.2
03062015,2114.1,2110.6,2121.9,2109.6
02062015,2109.6,2110.4,2117.6,2099.1
01062015,2111.7,2108.6,2119.2,2102.5
29052015,2107.4,2120.7,2120.7,2104.9
28052015,2120.8,2122.3,2122.3,2112.9
27052015,2123.5,2105.1,2126.2,2105.1
26052015,2104.2,2125.3,2125.3,2099.2
22052015,2126.1,2130.4,2132.2,2126.1
21052015,2130.8,2125.6,2134.3,2122.9
20052015,2125.8,2127.8,2134.7,2122.6
19052015,2127.8,2129.4,2133,2124.5
18052015,2129.2,2121.3,2131.8,2120
15052015,2122.7,2122.1,2123.9,2116.8
14052015,2121.1,2100.4,2121.4,2100.4
13052015,2098.5,2099.6,2110.2,2096
12052015,2099.1,2102.9,2105.1,2085.6
11052015,2105.3,2115.6,2117.7,2104.6
08052015,2116.1,2092.1,2117.7,2092.1
07052015,2088,2080,2092.9,2075
06052015,2080.2,2091.3,2098.4,2067.9
05052015,2089.5,2112.6,2115.2,2088.5
04052015,2114.5,2110.2,2120.9,2110.2
01052015,2108.3,2087.4,2108.4,2087.4
30042015,2085.5,2105.5,2105.5,2077.6
29042015,2106.8,2112.5,2113.7,2097.4
28042015,2114.8,2108.3,2116.1,2094.9
27042015,2108.9,2119.3,2125.9,2107
24042015,2117.7,2112.8,2120.9,2112.8
23042015,2112.9,2107.2,2120.5,2103.2
22042015,2108,2098.3,2110,2091.1
21042015,2097.3,2102.8,2109.6,2094.4
20042015,2100.4,2084.1,2103.9,2084.1
17042015,2081.2,2102.6,2102.6,2072.4
16042015,2105,2106,2111.3,2100
15042015,2106.6,2097.8,2111.9,2097.8
14042015,2095.8,2092.3,2098.6,2083.2
13042015,2092.4,2102,2107.7,2092.3
10042015,2102.1,2091.5,2102.6,2091.5
09042015,2091.2,2081.3,2093.3,2074.3
08042015,2081.9,2076.9,2086.7,2073.3
07042015,2076.3,2080.8,2089.8,2076.1
06042015,2080.6,2064.9,2087,2056.5
02042015,2067,2060,2072.2,2057.3
01042015,2059.7,2067.6,2067.6,2048.4
31032015,2067.9,2084.1,2084.1,2067
30032015,2086.2,2064.1,2089,2064.1
27032015,2061,2055.8,2062.8,2053
26032015,2056.2,2059.9,2067.2,2045.5
25032015,2061.1,2093.1,2097.4,2061.1
24032015,2091.5,2103.9,2107.6,2091.5
23032015,2104.4,2108,2114.9,2104.4
20032015,2108.1,2090.3,2113.9,2090.3
19032015,2089.3,2098.7,2098.7,2085.6
18032015,2099.5,2072.8,2106.8,2061.2
17032015,2074.3,2080.6,2080.6,2065.1
16032015,2081.2,2055.3,2081.4,2055.3
13032015,2053.4,2064.6,2064.6,2041.2
12032015,2065.9,2041.1,2066.4,2041.1
11032015,2040.2,2044.7,2050.1,2039.7
10032015,2044.2,2076.1,2076.1,2044.2
09032015,2079.4,2072.2,2083.5,2072.2
06032015,2071.3,2100.9,2100.9,2067.3
05032015,2101,2098.5,2104.2,2095.2
04032015,2098.5,2107.7,2107.7,2087.6
03032015,2107.8,2115.8,2115.8,2098.3
02032015,2117.4,2105.2,2117.5,2104.5
27022015,2104.5,2110.9,2112.7,2103.8
26022015,2110.7,2113.9,2113.9,2103.8
25022015,2113.9,2115.3,2119.6,2109.9
24022015,2115.5,2109.1,2117.9,2105.9
23022015,2109.7,2109.8,2110.1,2103
20022015,2110.3,2097.7,2110.6,2085.4
19022015,2097.4,2099.2,2102.1,2090.8
18022015,2099.7,2099.2,2100.2,2092.2
17022015,2100.3,2096.5,2101.3,2089.8
13022015,2097,2088.8,2097,2086.7
12022015,2088.5,2070,2088.5,2070
11022015,2068.5,2068.6,2073.5,2058
10022015,2068.6,2049.4,2070.9,2048.6
09022015,2046.7,2053.5,2056.2,2041.9
06022015,2055.5,2062.3,2072.4,2050
05022015,2062.5,2043.5,2063.6,2043.5
04022015,2041.5,2048.9,2054.7,2036.7
03022015,2050,2022.7,2050.3,2022.7
02022015,2020.8,1996.7,2021.7,1980.9
30012015,1995,2019.3,2023.3,1993.4
29012015,2021.2,2002.5,2024.6,1989.2
28012015,2002.2,2032.3,2042.5,2001.5
27012015,2029.5,2047.9,2047.9,2019.9
26012015,2057.1,2050.4,2057.6,2041
23012015,2051.8,2063,2063,2050.5
22012015,2063.2,2034.3,2064.6,2026.4
21012015,2032.1,2020.2,2038.3,2012
20012015,2022.5,2020.8,2028.9,2004.5
16012015,2019.4,1992.2,2020.5,1988.1
15012015,1992.7,2013.8,2021.3,1991.5
14012015,2011.3,2018.4,2018.4,1988.4
13012015,2023,2031.6,2056.9,2008.2
12012015,2028.3,2046.1,2049.3,2022.6
09012015,2044.8,2063.4,2064.4,2038.3
08012015,2062.1,2030.6,2064.1,2030.6
07012015,2025.9,2005.5,2029.6,2005.5
06012015,2002.6,2022.2,2030.2,1992.4
05012015,2020.6,2054.4,2054.4,2017.3
02012015,2058.2,2058.9,2072.4,2046
31122014,2058.9,2082.1,2085.6,2057.9
30122014,2080.3,2088.5,2088.5,2079.5
29122014,2090.6,2087.6,2093.6,2085.8
26122014,2088.8,2084.3,2092.7,2084.3
24122014,2081.9,2083.2,2087.6,2081.9
23122014,2082.2,2081.5,2086.7,2079.8
22122014,2078.5,2069.3,2078.8,2069.3
19122014,2070.7,2061,2077.8,2061
18122014,2061.2,2019,2061.2,2019
17122014,2012.9,1973.8,2016.8,1973.8
16122014,1972.7,1986.7,2016.9,1972.6
15122014,1989.6,2005,2018.7,1982.3
12122014,2002.3,2030.4,2032.2,2002.3
11122014,2035.3,2027.9,2055.5,2027.9
10122014,2026.1,2058.9,2058.9,2024.3
09122014,2059.8,2056.6,2060.6,2034.2
08122014,2060.3,2074.8,2075.8,2054.3
05122014,2075.4,2072.8,2079.5,2070.8
04122014,2071.9,2073.6,2077.3,2062.3
03122014,2074.3,2067.4,2076.3,2066.7
02122014,2066.6,2053.8,2068.8,2053.8
01122014,2053.4,2065.8,2065.8,2049.6
28112014,2067.6,2074.8,2075.8,2065.1
26112014,2072.8,2067.4,2073.3,2066.6
25112014,2067,2070.2,2074.2,2064.8
24112014,2069.4,2065.1,2070.2,2065.1
21112014,2063.5,2057.5,2071.5,2056.8
20112014,2052.8,2045.9,2053.8,2040.5
19112014,2048.7,2051.2,2052.1,2040.4
18112014,2051.8,2041.5,2056.1,2041.5
17112014,2041.3,2038.3,2043.1,2034.5
14112014,2039.8,2039.7,2042.2,2035.2
13112014,2039.3,2039.2,2046.2,2030.4
12112014,2038.2,2037.8,2040.3,2032
11112014,2039.7,2038.2,2041.3,2035.3
10112014,2038.3,2032,2038.7,2030.2
07112014,2031.9,2032.4,2034.3,2025.1
06112014,2031.2,2023.3,2031.6,2015.9
05112014,2023.6,2015.3,2023.8,2014.4
04112014,2012.1,2015.8,2016,2001
03112014,2017.8,2018.2,2024.5,2013.7
31102014,2018,2001.2,2018.2,2001.2
30102014,1994.7,1979.5,1999.4,1974.8
29102014,1982.3,1983.3,1991.4,1969
28102014,1985,1964.1,1985,1964.1
27102014,1961.6,1963,1964.6,1951.4
24102014,1964.6,1951.6,1965.3,1946.3
23102014,1950.8,1931,1962,1931
22102014,1927.1,1941.3,1949.3,1926.8
21102014,1941.3,1909.4,1942.5,1909.4
20102014,1904,1885.6,1905,1882.3
17102014,1886.8,1864.9,1898.2,1864.9
16102014,1862.8,1856,1876,1835
15102014,1862.5,1874.2,1874.2,1820.7
14102014,1877.7,1877.1,1898.7,1871.8
13102014,1874.7,1905.7,1912.1,1874.1
10102014,1906.1,1925.6,1937,1906
09102014,1928.2,1967.7,1967.7,1927.6
08102014,1968.9,1935.5,1970.4,1925.2
